,date,JPM,BAC,WFC,C,BK,JPM_ret,BAC_ret,WFC_ret,C_ret,BK_ret,port_ret,port_volume,quarter,DGS1,DGS10,DGS1MO,DGS2,DGS20,DGS3,DGS30,DGS3MO,DGS5,DGS6MO,DGS7,month,year,weekday,dayofweek,sentiment_bert,vader_neg,vader_neu,vader_pos,vader_compound,vader_compound_dummy,roberta_neg,roberta_neu,roberta_pos,roberta_compound,roberta_compound_dummy
562,2022-03-25,134.39613342285156,41.97956085205078,50.46516036987305,53.23197555541992,50.1124382019043,0.0087424186426745,0.0153238411488714,0.0239627522659262,0.0056718408284039,0.0134512227598833,0.0181069190538985,108.7751800500085,2022Q1,1.67,2.48,0.17,2.3,2.74,2.51,2.6,0.55,2.55,1.01,2.56,3.0,2022.0,4.0,Friday,1.1111111111111112,0.0792083333333333,0.8118055555555556,0.1089444444444444,0.1562888888888889,2.25,0.248259673334865,0.660412121978071,0.0913281974563788,-0.1569314758784862,1.7222222222222223
563,2022-03-28,133.4018096923828,41.8067626953125,49.74504470825195,52.46266555786133,49.89389419555664,-0.0073984548896232,-0.0041162449828209,-0.0142695605511439,-0.0144520279311757,-0.0043610731025925,-0.0105377093027792,107.62893882328405,2022Q1,1.69,2.46,0.19,2.35,2.72,2.55,2.57,0.59,2.54,1.08,2.55,3.0,2022.0,0.0,Monday,1.125,0.0715795454545454,0.7936704545454546,0.13475,0.2817318181818182,2.363636363636364,0.2011193531533618,0.6692707917907021,0.1296098533573306,-0.0715094997960312,1.943181818181818
564,2022-03-29,133.6953887939453,41.701168060302734,49.54341506958008,52.97866821289063,50.1124382019043,0.0022007130355987,-0.0025257788023277,-0.0040532607791269,0.0098356164244113,0.0043801753675727,-0.0007800208121481,107.54498601101244,2022Q1,1.67,2.41,0.18,2.35,2.68,2.54,2.53,0.55,2.49,1.06,2.5,3.0,2022.0,1.0,Tuesday,1.2403846153846154,0.0777884615384615,0.8161346153846154,0.1060576923076923,0.1381336538461538,2.1634615384615383,0.2209079096075863,0.6464949900714251,0.1325971032671916,-0.0883108063403946,1.875
565,2022-03-30,133.0893096923828,41.278785705566406,48.11280059814453,51.57140350341797,49.25727081298828,-0.0045332835113454,-0.0101287895371547,-0.0288759761398432,-0.0265628555217296,-0.0170649726814433,-0.0205771037765515,105.33202167321608,2022Q1,1.64,2.35,0.16,2.31,2.63,2.49,2.48,0.55,2.44,1.04,2.43,3.0,2022.0,2.0,Wednesday,1.179245283018868,0.0781509433962264,0.8016698113207548,0.1201981132075471,0.2053452830188679,2.2641509433962264,0.2262998742297432,0.6387013628516557,0.1349987668064334,-0.0913011074233097,1.8867924528301887
566,2022-03-31,129.09303283691406,39.57003021240234,46.528564453125,50.09847640991211,47.15738296508789,-0.0300270312071313,-0.0413954883593788,-0.0329275395596203,-0.0285609270534635,-0.0426310230599842,-0.0342884219810498,101.72035286596774,2022Q1,1.63,2.32,0.17,2.28,2.59,2.45,2.44,0.52,2.42,1.06,2.4,3.0,2022.0,3.0,Thursday,1.0404040404040404,0.1098484848484848,0.7973333333333334,0.0927474747474747,-0.1175242424242424,1.878787878787879,0.277664466742238,0.6230113175180223,0.0993242092157779,-0.17834025752646,1.707070707070707
567,2022-04-01,128.13656616210938,39.26284408569336,46.76860046386719,49.09463119506836,46.98634719848633,-0.0074091269976824,-0.0077631006360135,0.0051588956926451,-0.0200374399937866,-0.0036269138753561,0.0002827488397337,101.7491141777179,2022Q2,1.72,2.39,0.15,2.44,2.6,2.61,2.44,0.53,2.55,1.09,2.5,4.0,2022.0,4.0,Friday,1.065217391304348,0.0991195652173913,0.7990434782608695,0.1018152173913043,0.0556684782608695,2.119565217391304,0.2526302605199262,0.6236363228248514,0.1237334267074322,-0.1288968338124939,1.7934782608695652
568,2022-04-04,128.7047882080078,39.195648193359375,46.528564453125,49.53556823730469,47.04335021972656,0.0044345034592199,-0.0017114372098803,-0.0051324180831033,0.0089813698871541,0.0012131826506842,-0.0015076748255771,101.59570959974738,2022Q2,1.72,2.42,0.18,2.43,2.64,2.61,2.48,0.66,2.56,1.14,2.52,4.0,2022.0,0.0,Monday,1.271186440677966,0.0825593220338983,0.79,0.1274067796610169,0.2030847457627118,2.23728813559322,0.1825509126124493,0.6675965748095917,0.1498525198233329,-0.0326983927891163,1.9322033898305084
569,2022-04-05,127.20697021484376,38.53326034545898,46.202110290527344,48.39099884033203,46.52075958251953,-0.0116376244739498,-0.0168995252899688,-0.0070162096431438,-0.0231060112501282,-0.011108703669406,-0.0090049016833632,100.68085022335012,2022Q2,1.77,2.54,0.18,2.51,2.74,2.69,2.57,0.65,2.69,1.13,2.65,4.0,2022.0,1.0,Tuesday,1.1341463414634143,0.0806585365853658,0.8245365853658536,0.094780487804878,0.0773158536585365,2.109756097560976,0.2121552855014891,0.6804049400294699,0.1074397790177565,-0.1047155064837325,1.853658536585366
570,2022-04-06,125.44208526611328,38.11087417602539,45.98127746582031,47.40591430664063,45.798622131347656,-0.0138741214082036,-0.0109615995544317,-0.0047797129464085,-0.0203567720712218,-0.0155229075718535,-0.0092224728140784,99.752323819267,2022Q2,1.79,2.61,0.21,2.5,2.81,2.67,2.63,0.67,2.7,1.15,2.69,4.0,2022.0,2.0,Wednesday,1.197674418604651,0.0875813953488372,0.8040813953488372,0.108360465116279,0.1365720930232558,2.197674418604651,0.2630676993623722,0.6384877474155537,0.0984445544891059,-0.1646231448732663,1.7209302325581397
571,2022-04-07,125.06047821044922,37.81328582763672,45.83725738525391,46.936824798583984,45.38054656982422,-0.0030420975134024,-0.0078084891733046,-0.0031321461365108,-0.0098951684598336,-0.0091285619974422,-0.0043849411689234,99.3149157478561,2022Q2,1.78,2.66,0.21,2.47,2.87,2.66,2.69,0.68,2.7,1.15,2.73,4.0,2022.0,3.0,Thursday,1.1428571428571428,0.0779010989010988,0.7975164835164835,0.1244945054945055,0.220443956043956,2.274725274725274,0.2057008880579454,0.6456767592456315,0.1486223497284719,-0.0570785383294735,1.879120879120879
572,2022-04-08,127.35009765625,38.08207321166992,46.78780364990234,47.73427963256836,45.93164825439453,0.018308097638551,0.0071082789593692,0.0207374157807753,0.0169899612384609,0.0121440072063117,0.0183280038073315,101.13515990180764,2022Q2,1.81,2.72,0.2,2.53,2.94,2.73,2.76,0.7,2.76,1.19,2.79,4.0,2022.0,4.0,Friday,1.1470588235294117,0.0923823529411764,0.7866617647058823,0.1209411764705882,0.130975,2.147058823529412,0.2442776380134198,0.628453432198833,0.1272689287194653,-0.1170087092939545,1.8088235294117647
573,2022-04-11,126.88262939453124,38.00528335571289,47.3638916015625,47.42467498779297,45.67509841918945,-0.0036707334373671,-0.0020164305533003,0.0123127803983029,-0.0064860022432212,-0.0055854698221183,0.0047130184151918,101.6118117728482,2022Q2,1.85,2.79,0.22,2.5,3.02,2.73,2.84,0.77,2.79,1.23,2.84,4.0,2022.0,0.0,Monday,1.1063829787234043,0.0809361702127659,0.8078085106382978,0.1112978723404255,0.1403148936170212,2.191489361702128,0.2582404940250388,0.626036987659779,0.1157225213271188,-0.1425179726979199,1.7659574468085106
574,2022-04-12,125.48977661132812,37.602088928222656,46.49015426635742,47.2276611328125,45.27602767944336,-0.0109774899042496,-0.0106089046545584,-0.0184473299313153,-0.0041542478684604,-0.0087371621202337,-0.0146060436453406,100.12766521521186,2022Q2,1.77,2.72,0.21,2.39,2.99,2.58,2.82,0.74,2.66,1.2,2.73,4.0,2022.0,1.0,Tuesday,1.0289855072463767,0.0925362318840579,0.7938115942028986,0.1135942028985507,0.1550391304347826,2.217391304347826,0.2368859761273083,0.6381429083969282,0.1249711094289153,-0.1119148666983929,1.8115942028985508
575,2022-04-13,121.4448013305664,37.26609802246094,46.605377197265625,47.04941177368164,45.93164825439453,-0.0322335045132,-0.0089354319224945,0.0024784372675568,-0.003774257603602,0.0144805233266707,-0.0032694379655143,99.80030402515897,2022Q2,1.78,2.7,0.26,2.37,2.97,2.57,2.81,0.75,2.66,1.2,2.71,4.0,2022.0,2.0,Wednesday,1.1956521739130437,0.0845326086956521,0.7881521739130435,0.1272826086956522,0.2526086956521739,2.315217391304348,0.219305950543418,0.6445739564040432,0.1361200922857159,-0.083185858257702,1.815217391304348
576,2022-04-14,120.31908416748048,36.066139221191406,44.50265884399414,47.78118515014648,44.9339599609375,-0.0092693730052864,-0.0321997435992975,-0.0451175053121306,0.0155532949058923,-0.021721151567026,-0.0316083829944044,96.64577779257372,2022Q2,1.84,2.83,0.37,2.47,3.09,2.67,2.92,0.79,2.79,1.25,2.84,4.0,2022.0,3.0,Thursday,1.054054054054054,0.0800135135135135,0.7943918918918919,0.1256216216216216,0.2719986486486486,2.364864864864865,0.1795609475214134,0.6228942283101984,0.1975448108655778,0.0179838633441643,2.081081081081081
577,2022-04-18,122.55145263671876,37.29489517211914,45.28997421264648,49.07586288452149,43.90776824951172,0.0185537355498059,0.0340695172109177,0.0176914231442284,0.0270959736621569,-0.0228377759787448,0.0094121756345819,97.5554248274982,2022Q2,1.84,2.85,0.38,2.46,3.12,2.68,2.95,0.81,2.79,1.27,2.85,4.0,2022.0,0.0,Monday,1.0526315789473684,0.0769473684210526,0.8091842105263157,0.1137368421052631,0.2324947368421052,2.3684210526315788,0.2373013416011082,0.6613616496324539,0.1013370125652535,-0.1359643290358546,1.8421052631578947
578,2022-04-19,125.08908081054688,37.98608016967773,45.92367935180664,49.64815521240234,44.20232391357422,0.0207066347989397,0.0185329652856969,0.0139921726646339,0.0116613808549324,0.0067085091273291,0.0140617034378868,98.92722028017955,2022Q2,1.94,2.93,0.37,2.61,3.19,2.81,3.01,0.81,2.91,1.28,2.95,4.0,2022.0,1.0,Tuesday,1.1265822784810129,0.0932025316455696,0.7882278481012659,0.1185443037974683,0.1356784810126582,2.1645569620253164,0.2173685577485851,0.6450485489036464,0.1375828932829295,-0.0797856644656556,1.860759493670886
579,2022-04-20,125.5279541015625,38.07247543334961,46.71099090576172,49.817020416259766,44.67741394042969,0.0035084860178988,0.0022743927061168,0.017143912793305,0.0034012382360431,0.0107480780373534,0.0125234142211954,100.1661268374997,2022Q2,1.93,2.85,0.35,2.6,3.08,2.79,2.9,0.82,2.87,1.29,2.88,4.0,2022.0,2.0,Wednesday,1.175824175824176,0.085021978021978,0.7881318681318681,0.1268461538461538,0.2701296703296703,2.340659340659341,0.2088766865033123,0.6315584832822884,0.1595648323482536,-0.0493118541550587,1.912087912087912
580,2022-04-21,124.55486297607422,37.35249710083008,45.87566375732422,49.37607955932617,43.85075759887695,-0.0077519874553277,-0.0189107307661131,-0.0178828822133693,-0.0088512089492545,-0.018502779562285,-0.0156001989826618,98.60351532751216,2022Q2,2.01,2.9,0.5,2.68,3.12,2.87,2.94,0.83,2.96,1.32,2.96,4.0,2022.0,3.0,Thursday,1.1744186046511629,0.0634651162790697,0.8017906976744186,0.1347674418604651,0.3765197674418604,2.476744186046512,0.1756406850587619,0.653646738203459,0.1707125686455604,-0.0049281164132015,1.9534883720930232
581,2022-04-22,120.97733306884766,36.05653762817383,44.49306106567383,48.0626335144043,42.00740814208984,-0.0287225229248075,-0.0346953904890993,-0.0301380422300626,-0.0266008572702445,-0.0420368896165735,-0.0323074333836748,95.4178888246724,2022Q2,2.06,2.9,0.46,2.72,3.14,2.88,2.95,0.83,2.94,1.34,2.95,4.0,2022.0,4.0,Friday,1.0898876404494382,0.0897303370786516,0.8022696629213484,0.1079662921348314,0.1056865168539325,2.134831460674157,0.2668264422597091,0.6190419803174694,0.1141315828276316,-0.1526948594320774,1.7752808988764044
582,2022-04-25,120.93917083740234,35.79734420776367,44.00339126586914,47.96881866455078,42.15943908691406,-0.000315449435669,-0.0071885277250699,-0.0110055318307255,-0.0019519290349622,0.0036191460399075,-0.0053774334575147,94.9047854768612,2022Q2,2.03,2.81,0.4,2.63,3.06,2.79,2.88,0.91,2.84,1.42,2.85,4.0,2022.0,0.0,Monday,1.09375,0.087484375,0.811546875,0.1010625,0.087225,2.109375,0.2500966495426837,0.6304359957575798,0.1194673464488004,-0.1306293030938832,1.734375
583,2022-04-26,117.36166381835938,34.990970611572266,42.80320739746094,47.12446212768555,41.104736328125,-0.0295810447043065,-0.0225260732056352,-0.0272748039158317,-0.0176021957674187,-0.0250170016876821,-0.0273317067858483,92.31087570763378,2022Q2,1.99,2.77,0.38,2.54,3.03,2.72,2.86,0.83,2.79,1.4,2.8,4.0,2022.0,1.0,Tuesday,1.3148148148148149,0.081074074074074,0.7929722222222223,0.1260277777777778,0.2492944444444444,2.333333333333333,0.198923584300145,0.6066093884960368,0.1944670146374307,-0.0044565696627143,1.962962962962963
584,2022-04-27,115.83525848388672,34.798973083496094,42.80320739746094,46.53341293334961,40.55884552001953,-0.0130059960366195,-0.005487059224721,0.0,-0.0125423011245087,-0.0132804843643274,-0.0059015571519825,91.76609779889564,2022Q2,1.97,2.82,0.37,2.58,3.08,2.75,2.91,0.82,2.81,1.39,2.84,4.0,2022.0,2.0,Wednesday,1.032,0.0977519999999999,0.781504,0.120768,0.1265256,2.176,0.2487267755195498,0.5875461843013764,0.163727039925754,-0.0849997355937957,1.848
